text,model,type,origin
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal
Prefeitura de Porto Alegre
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",ISSPoa,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Guia de recolhimento municipal
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Prefeitura de Porto Alegre
Período de apuração [DATE] a [DATE]",ISSPoa,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Recibo de entrega de Escrituração Fiscal Digital
Período de apuração [DATE] a [DATE]
Sistema Público de Escrituração Digital SPED
EFD ICMS IPI número do recibo
Autenticação bancária 00000.00000 11111.111111 22222.222222",SPEDFiscal,Recibo,synthetic
"Vencimento [DATE] va1or tota1 [MONEY]
Demonstração de Resu1tado
1dentificação do sujeito passivo [CNPJ]
Demonstrativo de Resu1tado
Código de barras 85640000001234567890123456789012345678901234",DREMensal,Relatorio,synthetic
"Vencimento [DATE] va1or tota1 [MONEY]
Contrato de prestação de serviços c1áusu1a primeira
Período de apuração [DATE] a [DATE]
As partes acima identificadas têm entre si justo e contratado",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Programa Gerador do DAS
Receita Federal do Brasil DAS
Documento de Arrecadação do Simples Nacional
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234",SimplesNacional,GuiaPagamento,synthetic
"Boleto de contribuição assistencial
Cedente sindicato código do beneficiário
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"GFD - Guia do FGT5 Digita1
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Vencimento [DATE] va1or tota1 [MONEY]
Fundo de Garantia do Tempo de 5erviço
Competência da guia FGT5 Digita1",FGTSDigital,GuiaPagamento,synthetic
"Guia de recolhimento municipal
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Prefeitura de Porto Alegre
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Código de barras 85640000001234567890123456789012345678901234",ISSPoa,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
DARF código da receita 2089
Período de apuração [DATE] a [DATE]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Identificação do sujeito passivo [CNPJ]",DARF,GuiaPagamento,synthetic
"Programa Gerador do DA5
Receita Federa1 do Brasi1 DA5
Documento de Arrecadação do 5imp1es Naciona1
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]",SimplesNacional,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Demonstração de Resultado
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"Documento de Arrecadação do Simples Nacional
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Receita Federal do Brasil DAS
Período de apuração [DATE] a [DATE]
Programa Gerador do DAS
Identificação do sujeito passivo [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Quantidade 10 unidades descrição material de escritório
Período de apuração [DATE] a [DATE]
Pedido de compra ordem 4521
Vencimento [DATE] valor total [MONEY]",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Contrato de prestação de serviços cláusula primeira
As partes acima identificadas têm entre si justo e contratado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",Desconhecido,Desconhecido,synthetic
"Demonstrativo de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]
Demonstração de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de reco1himento municipa1
155QN 1mposto 5obre 5erviços de Qua1quer Natureza
Prefeitura de Porto A1egre",ISSPoa,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Demonstração de Resultado
Identificação do sujeito passivo [CNPJ]
Demonstrativo de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222",DREMensal,Relatorio,synthetic
"Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuição previdenciária CONTRPREV
IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
EFD ICMS IPI número do recibo
Código de barras 85640000001234567890123456789012345678901234
Recibo de entrega de Escrituração Fiscal Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Sistema Público de Escrituração Digital SPED
Período de apuração [DATE] a [DATE]",SPEDFiscal,Recibo,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais
Vencimento [DATE] valor total [MONEY]
Ministério da Fazenda Secretaria da Receita Federal do Brasil",DARF,GuiaPagamento,synthetic
"Receita Federal do Brasil DAS
Programa Gerador do DAS
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação do Simples Nacional
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Adiantamento
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento Salarial
Declaro ter recebido a importância líquida
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"Período de apuração [DATE] a [DATE]
Ministério da Previdência Social
Código de pagamento 2100
INSS Guia da Previdência Social GPS
Código de barras 85640000001234567890123456789012345678901234",GuiaGPS,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Presentes os sócios na sede da sociedade
Ata de reunião pauta 1 aprovação das contas",Desconhecido,Desconhecido,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Guia de Arrecadação - GA
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Estado do Rio Grande Do Sul",GARS,GuiaPagamento,synthetic
"Vencimento [DATE] va1or tota1 [MONEY]
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234
Ministério da Fazenda 5ecretaria da Receita Federa1 do Brasi1
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]",DARF,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Documento de Arrecadação do Simples Nacional
Programa Gerador do DAS
Receita Federal do Brasil DAS
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222",SimplesNacional,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Pedido de compra ordem 4521
Quantidade 10 unidades descrição material de escritório
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234",Desconhecido,Desconhecido,synthetic
"Guia de Arrecadação - GA
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação
Estado do Rio Grande Do Sul
Identificação do sujeito passivo [CNPJ]",GARS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Previdência Social
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Código de pagamento 2100
INSS Guia da Previdência Social GPS",GuiaGPS,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Quantidade 10 unidades descrição material de escritório
Identificação do sujeito passivo [CNPJ]
Pedido de compra ordem 4521",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
1dentificação do sujeito passivo [CNPJ]
Vencimento [DATE] va1or tota1 [MONEY]
5indicato dos empregados contribuição confederativa
Bo1eto de contribuição assistencia1
Cedente sindicato código do beneficiário",BoletoSindicato,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Prefeitura de Porto Alegre
Identificação do sujeito passivo [CNPJ]
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
DARF código da receita 2089
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Documento de Arrecadação de Receitas Federais",DARF,GuiaPagamento,synthetic
"Ata de reunião pauta 1 aprovação das contas
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Presentes os sócios na sede da sociedade
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"Sindicato dos empregados contribuição confederativa
Boleto de contribuição assistencial
Identificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Vencimento [DATE] valor total [MONEY]",BoletoSindicato,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Demonstração de Resultado
Demonstrativo de Resultado
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222",DREMensal,Relatorio,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
As partes acima identificadas têm entre si justo e contratado
Contrato de prestação de serviços cláusula primeira",Desconhecido,Desconhecido,synthetic
"Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Adiantamento Salarial
Vencimento [DATE] valor total [MONEY]
Adiantamento
Declaro ter recebido a importância líquida",Contracheque,Recibo,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
EFD ICMS IPI número do recibo
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Quantidade 10 unidades descrição material de escritório
Pedido de compra ordem 4521
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
DARF código da receita 2089
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação de Receitas Federais",DARF,GuiaPagamento,synthetic
"1dentificação do sujeito passivo [CNPJ]
155QN 1mposto 5obre 5erviços de Qua1quer Natureza
Prefeitura de Porto A1egre
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de reco1himento municipa1",ISSPoa,GuiaPagamento,synthetic
"GFD - Guia do FGTS Digital
Competência da guia FGTS Digital
Fundo de Garantia do Tempo de Serviço
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]",FGTSDigital,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Vencimento [DATE] valor total [MONEY]
Guia de recolhimento municipal
Autenticação bancária 00000.00000 11111.111111 22222.222222
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Guia de recolhimento municipal
Período de apuração [DATE] a [DATE]",ISSPoa,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento Salarial
Período de apuração [DATE] a [DATE]
Adiantamento
Declaro ter recebido a importância líquida
Identificação do sujeito passivo [CNPJ]",Contracheque,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Fundo de Garantia do Tempo de Serviço
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Competência da guia FGTS Digital
GFD - Guia do FGTS Digital
Período de apuração [DATE] a [DATE]",FGTSDigital,GuiaPagamento,synthetic
"Ministério da Fazenda Secretaria da Receita Federal do Brasil
Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Guia de recolhimento municipal
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Fundo de Garantia do Tempo de Serviço
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"INSS Guia da Previdência Social GPS
Código de pagamento 2100
Ministério da Previdência Social
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Código de pagamento 2100
INSS Guia da Previdência Social GPS
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Guia de recolhimento municipal
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",ISSPoa,GuiaPagamento,synthetic
"Sistema Público de Escrituração Digital SPED
EFD ICMS IPI número do recibo
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Recibo de entrega de Escrituração Fiscal Digital",SPEDFiscal,Recibo,synthetic
